source,raw_text
github_scipy,ENH: Improve smoothing quality of `scipy.signal.savgol_filter` by weighted polynomial regression
github_scipy,BUG: `io/matlab/tests/test_mio.py::test_large_m4` fails on aarch64-darwin
github_scipy,Different results on Linux and MacOS for lbfgsb (see #14691)
github_scipy,DOC: freqz_sos: claims that it was introduced in 0.19; no mention to sosfreqz; no documentation for sosfreqz
github_scipy,BUG: Slicing sparse matrix with `None` gives result different from numpy's matrices
github_scipy,BUG: interpolative svd broken for non-square linear operators
github_scipy,QUERY: difference between `namedtuple`s and objects produced by `_make_tuple_bunch`?
github_scipy,BUG: sparse.csgraph.construct_dist_matrix: buffer dtype mismatch
github_scipy,BUG: io.loadmat thinks a file with a lot of zeros is valid
github_scipy,BUG: Slow down in function evaluations within scipy.optimize.minimize after 1.15.0
github_scipy,DOC: The code of conduct link is dead
github_scipy,BUG: special.itj0y0: regression for `t > 19`
github_scipy,BUG: sparray does not declare any method
github_scipy,DOC: integrate: missing bold font for a vector in tutorial
github_scipy,BUG: Fisher Exact Test Error Inconsistent with Documentation (non-2x2 tables)
github_scipy,BUG: spatial.transform: `Rotation.from_matrix()` uses inaccurate orthonormalization algorithm
github_scipy,Two `TestBatch` failures in macOS x86-64 Accelerate wheel build jobs
github_scipy,ENH: optimize.lsq_linear: add option to supply initial guess
github_scipy,RFC/API: move `clarkson_woodruff_transform` from `linalg` to `sparse.linalg`?
github_scipy,DEV: Generating GitHub release notes from Sphinx documentation
github_scipy,DEV: asan experience with pytest a bit messy on Linux
github_scipy,BUG: `scipy.stats.zmap` returns incorrect values for complex dtype `compare`
github_scipy,DOC: `gaussian_kde`'s `bw_method='silverman'` deviates from expected behavior
github_scipy,"BUG: stats.genextreme.stats: Spurious warning from `genextreme.stats(0.0, moments='mvsk')`"
github_scipy,BUG: special: failure of TestSystematic.test_besselj_complex on main
github_scipy,BUG: py39-scipy 1.13.1_0 fails to build on Mac Sequoia 15.2
github_scipy,"DEV: Allow ""Update branch"" button for maintainers?"
github_scipy,BUG: signal.convolve: large numerical errors when input has large magnitude difference and `method=fft`
github_scipy,CI: docs build failure on main from `sqlalchemy` via `sphinx`
github_scipy,ENH: sparse.spmatrix: allow fast import
github_scipy,"DOC/TST: interpolate, signal: `smoke-docs` failures"
github_scipy,BUG: optimize.curve_fit: error on data with size = 1 and covariance matrix
github_scipy,RFC: Feature roadmap for 3D spatial transformations
github_scipy,BUG: signal filter functions raises TypeError when np.int64 dtype inputs are given
github_scipy,QUERY/TYP: sparse: Pylance reports unreachable after `toarray()`
github_scipy,BUG: ndimage: C++ memory management issues in `_rank_filter_1d.cpp`
github_scipy,BUG: special test TestHyp2f1.test_region3[hyp2f1_test_case23] fails tolerance on i386
github_scipy,BLD: SciPy manages to ICE GCC?
github_scipy,BUG: interpolation test TestSmoothingSpline.test_compare_with_GCVSPL fails on bigendian architectures.
github_scipy,BUG: stats: `test_axis_nan_policy_axis_is_None[mixed-*-xp*]` fails on mips64el
github_scipy,BUG: interpolate test_bary_rational.TestAAA.test_basic_functions fails tolerance with some BLAS
github_scipy,BLD: libhighs.a static library is installed
github_scipy,BUG: Matrix multiplication of a coo_matrix with an invalid type value does not raise a TypeError
github_scipy,ENH: scipy.io.netcdf support for CDF-5 format
github_scipy,DOC: `RuntimeWarning: divide by zero encountered in det` while building SciPy docs
github_scipy,QUERY: Intellisense Autocomplete Not Working for `spatial.transform.Rotation`
github_scipy,BUG: special: Unchecked malloc in stirling2.h
github_scipy,BUG: `__pyx_fuse_1betainc` fused version yields incorrect result
github_scipy,ENH: stats: add double-sided crystal ball distribution
github_scipy,BUG: signal.medfilt and ndimage.median_filter not returning correct output
github_scipy,QUERY: integrate.solve_ivp: cannot pass args properly
github_scipy,QUERY: cannot install SciPy 32-bit
github_scipy,QUERY: stats.beta.fit: `FitError` on reasonable data
github_scipy,TYP: stats.rv_discrete: lower bound 'a' different types reported
github_scipy,ENH: Pulsar Analysis lomb-scargle periodogram
github_scipy,BUG: ndimage.median_filter: Heap corruption with scipy 1.15
github_scipy,DOC: `/` and `*` denoting positional- and keyword-only arguments missing?
github_scipy,ENH: integrate.nsum: convention when `b < a`?
github_scipy,BUG: stats: regression in performance of studentized_range
github_scipy,"DOC: sparse.linalg.LinearOperator: meaning of ""exponentiated""?"
github_scipy,BUG: genhyperbolic.fit is not stable and produces 'scale' parameter close to zero
github_scipy,BUG: scipy.special.pro_ang1 (and probably others) can corrupt memory
github_scipy,BUG: [scipy.stats.kruskal()] Memory Overflow
github_scipy,BUG: special: Potential memory leak  in the function `besy()` in `amos.h`
github_scipy,BUG: scipy.sparse.linalg.eigsh returns an error when LinearOperator.dtype=None
github_scipy,DOC: optimize.elementwise.find_minimum: harmonize documented/implemented interval termination condition
github_scipy,BUG: importlib.metadata.version does not report the version of scipy 1.15.1
github_scipy,ENH: stats.special_ortho_group: improve and simplify
github_scipy,RFC: ndimage: operations in physical space
github_scipy,TST: TestDistributions.test_funcs[logcdf-methods10-x-Normal] fail
github_scipy,"DOC: `source` now links to top of file, not location within file"
github_scipy,ENH: interpolate: regular grid linear interpolation for a vector-valued function
github_scipy,TST: new test failures in 1.15.0 for blis on osx & windows
github_scipy,QUERY: Pyright raises error/warning in IDE
github_scipy,"BUG: On Windows, anaconda-packaged scipy.odr fails on simple example"
github_scipy,QUERY/DEV: test failure in IDE with `SCIPY_ARRAY_API`
github_scipy,Query: empty `Rotation` is not allowed in scipy=1.15
github_scipy,BUG: linalg: `hecon` returns NaN incorrectly with some lower triangular data?
github_scipy,BUG: linalg.solve doesn't raise an error when A is a singular matrix
github_scipy,BUG: Constructing sparse matrix with big-endian float32/64 raises (confusing) error.
github_scipy,BUG: Importing scipy.optimize break highspy
github_scipy,ENH: stats: Add a new infrastructure version of the Von Mises distribution
github_scipy,MAINT: Fix a dtype check in `scipy.signal._waveforms.py`
github_scipy,BUG: median_filter on 1D array crashes with memory corruption using SciPy 1.15.0
github_scipy,DOC: build failing on main
github_scipy,ENH: tracking issue for JAX support
github_scipy,MAINT: specify lower bound for `pytest` in `pyproject.toml`
github_scipy,DOC: Interactive notebooks in stats tutorials are not working in version 1.15 docs.
github_scipy,"ENH, array types: differentiate.derivative requires promotion between floats and integral arrays"
github_scipy,"BUG, array types: stats: `pmean` can fail for integral arrays"
github_scipy,BUG: scipy v1.15 breaking for pytest when assert-rewrite is on
github_scipy,BUG: sparse.linalg.lsqr: variance returned appears systematically incorrect
github_scipy,"ENH: integrate.OdeSolver: opt-in to store history, trigger events, etc."
github_scipy,MAINT: remove end year from copyright
github_scipy,ENH: Improve differentialevolution _ConstraintWrapper performance
github_scipy,CI: add a job with `torch.default_dtype = torch.float64`
github_scipy,DOC: update roadmap
github_scipy,ENH: signal.ShortTimeFFT: add stream processing capability
github_scipy,ENH: integrate: custom method to reject steps in certain OdeSolvers
github_scipy,BUG: signal.ShortTimeFFT: `istft` with `mfft > len(win)` not supported with leading dimensions
github_scipy,BUG: integrate_box after scipy.stats. gaussian_kde fit
github_scipy,BUG: special/xsf: Unchecked use of `new` in a few places.
github_scipy,"BUG (DOC?): `linalg.qr_update` fails for `k > M - N`,  `M > N`"
github_scipy,Query: optimize.basinhopping: lowest minimum not accepted if first iteration does not converge
github_scipy,RFC: stats: sunsetting `scipy.stats.mstats`
github_scipy,ENH: signal.correlate: Native Support for Axis-Wise Cross-Correlation Between 2D Arrays
github_scipy,BUG: optimize.milp: segfault from HiGHS
github_scipy,ENH: stats: games-howell pairwise comparison
github_scipy,BUG: Segmentation Fault when passing a special array to `scipy.cluster.hierarchy.cophenet`
github_scipy,CI: sparse: smoke-docs failure on main
github_scipy,DOC/MAINT: stats/signal: 5 build warnings locally
github_scipy,ENH: stats: T Testing of lognormal distribution
github_scipy,MAINT: undo ignored errors in mypy
github_scipy,DOC: update `scipy` module docstring for lazy loading
github_scipy,MAINT: io: Mypy faillure in main
github_scipy,ENH: sparse: matmul add broadcasting
github_scipy,DOC: linalg.cossin: improve readability of equation
github_scipy,BUG:`stats.ContinuousDistribution.llf`: should not be public
github_scipy,QUERY: `stats.ContinuousDistribution`: adopt different broadcasting rules?
github_scipy,Query: optimize.minimize: trust_constr does not avoid Nonlinear constraints
github_scipy,"BUG: Fail to call `BSpline` after unpickling with `mmap_mode=""r""`"
github_scipy,Can't pickle `array_namespace`
github_scipy,BUG: `stats._distribution_infrastructure._Domain.symbols` class attribute is shared by instances
github_scipy,DOC: linalg.matrix_balance: equation does not render
github_scipy,ENH: Quantiles for probability distributions
github_scipy,BUG/DOC: it's not clear how to use `differentiate.jacobian` for a scalar valued function
github_scipy,BUG: stats: XSLOW test failure in `test_axis_nan_policy.py::test_non_broadcastable`
github_scipy,DOC: stats: random variable transition guide launches wrong notebook
github_scipy,BUG: linalg.qr: large rounding error resulting in Hessenberg invariant violation
github_scipy,BUG: linalg.qr: large rounding error resulting in Hessenberg invariant violation
github_scipy,ENH: optimize.minimize: parallel evaluation of finite-difference based gradients
github_scipy,Consider `x.ndim > 1`  generalizations of spline and polynomial interpolators
github_scipy,BUG: linalg.qr: large rounding error resulting in Hessenberg invariant violation
github_scipy,BUG: `scipy.interpolate._bsplines._make_periodic_spline` crashes the Python Interpreter after correctly raising ValueError
github_scipy,BUG/DOC: sparse: ND COO unexpected behaviour 1.15.0rc1
github_scipy,DOC: UnivariateSpline smoothing condition probably incorrect
github_scipy,QUERY: slowness in recent versions mixing OpenBLAS with `multiprocessing`
github_scipy,API: unmentioned removal of `scipy.version.commit_count` in `1.15.0rc1`
github_scipy,DEP: `interpolate.interpnd.GradientEstimationWarning` still present in `1.15.0rc1`
github_scipy,BUG: Pythonw does not run on Windows 11 when scipy.fft is being imported
github_scipy,"DOC: sparse: `sparse.eye_array` does not accept `tuple[int, int]` as the docs say that it should"
github_scipy,API: unannounced breaking change: `scipy.integrate.AccuracyWarning` removed in `1.15.0rc1`
github_scipy,DOC: integrate.quad: uses Gauss-Kronrod not Curtis-Clenshaw?
github_scipy,MAINT: signal: build warning (`sprintf`) on macOS
github_scipy,"DOC, REL: a few release notes/process issues"
github_scipy,DOC: PchipInterpolator: missing integrate function
github_scipy,DOC: sparse: Several functions are missing the 'Returns' section of their docstring
github_scipy,BUG: dsyrk slower than naive numpy matrix-matrix multiplication on matrices with many columns
github_scipy,"DOC: `stats.order_statistic`: docstring missing the ""Returns"" section"
github_scipy,DOC: ndimage.minimum and maximum: incorrect return type
github_scipy,"BUG: ndimage, array types: `minimum_position` and `extrema` incorrect return namespace"
github_scipy,MAINT: Cython lint failures in build output
github_scipy,BUG: AttributeError: module 'numpy' has no attribute 'AxisError' in stats.wilcoxon
github_scipy,DOC: stats: clarify the support of a distribution is unaffected by loc and scale
github_scipy,TST: `optimize.elementwise.bracket_minimum`: CuPy failure
github_scipy,TST: test_extending failures on free-threaded Windows wheel build
github_scipy,Query: signal: improve stability for filters for a broad frequency range?
github_scipy,BUG: mypy failure in main
github_scipy,`Test_SVDS_LOBPCG.test_svd_rng_3` test failure in wheel build job
github_scipy,DOC: updating release process docs for versioning simplification
github_scipy,TST: tolerance violation in `test_x0_working[tfqmr]` on windows
github_scipy,DOC: stats.mannwhitneyu: unclear about the baseline
github_scipy,"DOC, BUG: doc build failure due to scipy.misc changes"
github_scipy,ENH: Add support for free threaded python
github_scipy,"ENH: special.gammainc: allow negative arguments and computation via [DLMF, eq. 8.7.3]"
github_scipy,BUG: interpolate.Akima1DInterpolator: different values on subsequent calls
github_scipy,BUG: eigh can't work when N = 45000
github_scipy,ENH: sparse.linalg.eigsh: performance issue
github_scipy,TST: `TestJacobian::test_attrs` tol bump?
github_scipy,DOC: stats.pearsonr: incorrect `versionadded` for `axis` param
github_scipy,BLD: `ld: warning: ignoring duplicate libraries: '-lgfortran'`
github_scipy,DOC: `ndimage.median_filter`: document behaviour with `nan`s or even `size`
github_scipy,ENH: `io.mmread`: Provide better error message when loading a matrix market file that doesn't exist
github_scipy,scipy.linalg.solve CRASH when used with IntelOneAPI 2024.2 MKL on Windows 11
github_scipy,BUG: `optimize.curve_fit` with `method='lm'` fails to determine `pcov` when `popt` has zeros
github_scipy,refguide_check currently failing
github_scipy,ENH: optimize.root: warn when inner parameters are ignored with `method='krylov'`
github_scipy,No description
github_scipy,STY: fix and enable lint rule UP031
github_scipy,ENH: `ndimage.median_filter`: extended `dtype` support?
github_scipy,BLD: failure with py314t & Cython 3.1.0a1
github_scipy,BUG: _filter_design.py:1112: BadCoefficients: Badly conditioned filter coefficients (numerator)
github_scipy,BLD: failure with py314t & Cython 3.1.0a1
github_scipy,ENH: special: replace cdflib
github_scipy,DOC: Deprecation warning in `sphinx` when used with Python 3.13
github_scipy,BUG: `linalg.subspace_angles`: numeric error
github_scipy,DOC: I had a problem with being unaware of changed behavior between versions. A changelog would be great
github_scipy,BUG:  `eliminate_zeros` raises when `indptr.dtype` != `indices.dtype`
github_scipy,BUG: Multiple DiscreteAliasUrn instances cause MessageStream.close error
github_scipy,"CI: failure for ""Oldest GCC ..."" Linux CI job (related to pre-release NumPy)"
github_scipy,DOC: `stats.goodness_of_fit`: improve examples
github_scipy,BUG: linalg.eigvals: incorrect handling of singular positive semidefinite matrices
github_scipy,BUG: stats: XSLOW test failure in `scipy.stats.tests.test_fit::TestFit`
github_scipy,BUG: several failing tests in `interpolate` on macOS15
github_scipy,BUG: optimize.shgo: ignores a constraint
github_scipy,"DOC, REL: 1.15.0 author mappings"
github_scipy,BUG: `*ger*` routines in `linalg.blas` are not thread-safe
github_scipy,"BUG: Intel oneAPI tests / py3.12, dev.py: `meson.build:1:0: ERROR: Compiler icx cannot compile programs.`"
github_scipy,TST: failures in `test_riemann_zeta_complex` on windows in conda-forge
github_scipy,ENH: sparse: New nD sparse array functions
github_scipy,BUG: Clayton Copula Cannot Handle Negative Theta Values
github_scipy,BUG: interpolate.griddata: NaNs inside convex hull (despite no NaNs or duplicates in data)
github_scipy,BUG: integrate.trapezoid: broadcasting failure after #21524
github_scipy,BUG: Inconsistent results from dgesv on different platforms
github_scipy,BUG: stats: New XSLOW test failure in test_sampling.py
github_scipy,MAINT: smoke-docs failure on main
github_scipy,RFC: 64-bit LAPACK and `cython_lapack`
github_scipy,BUG: MacOS test failures with GNU toolchain
github_scipy,BUG: `interpolate/tests/test_interpnd.py::TestLinearNDInterpolation::test_threading` failure
github_scipy,BLD: Compile error for scipy 1.12 with Intel oneAPI 2025.0.0
github_scipy,"ENH: When computing bootstrap CIs with BCa, allow estimating acceleration with random subsets of jackknife rather than full jackknife"
github_scipy,BUG: `scipy.datasets` failing with Error 403 for readthedocs builds
github_scipy,BUG: stats: _stats_pythran.cpp issue with development dependencies?
github_scipy,BUG: signal.fftconvolve/oaconvolve: inconsistent broadcasting
github_scipy,"ENH: implement `extend=""recurrence""` for `factorial{2,k}`?"
github_scipy,ENH: KDTree compatible with Mahalanobis distance
github_scipy,BUG: large number of fails with macOS 15.1 using Accelerate
